# chord (m)
0.831
1.160
1.402
1.597
1.761
1.901
2.023
2.129
2.223
2.305
2.377
2.439
2.493
2.539
2.577
2.608
2.632
2.648
2.658
2.662
2.662
2.658
2.648
2.632
2.608
2.577
2.539
2.493
2.439
2.377
2.305
2.223
2.129
2.023
1.901
1.761
1.597
1.402
1.160
0.831
