x/c,    y/c
0.929999284,    0.048410708
0.931651188,    0.047438421
0.933301055,    0.04646268
0.934948862,    0.045483466
0.936594588,    0.044500758
0.93823821  ,0.043514534
0.939879705,    0.042524775
0.94151905  ,0.041531459
0.943156222,    0.040534564
0.944791197,    0.03953407
0.94642395  ,0.038529955
0.948054457,    0.037522198
0.949682695,    0.036510777
0.951308637,    0.035495671
0.952932259,    0.034476857
0.954553536,    0.033454314
0.95617244  ,0.032428021
0.957788947,    0.031397955
0.95940303  ,0.030364095
0.961014662,    0.029326419
0.962623816,    0.028284905
0.964230466,    0.027239532
0.965834584,    0.026190277
0.967436142,    0.025137119
0.969035113,    0.024080037
0.970631468,    0.023019009
0.972225179,    0.021954013
0.973816217,    0.020885029
0.975404553,    0.019812034
0.976990159,    0.018735009
0.978573005,    0.017653932
0.980153062,    0.016568782
0.9817303   ,0.015479539
0.98330469  ,0.014386183
0.984876201,    0.013288694
0.986444803,    0.012187051
0.988010466,    0.011081235
0.989573159,    0.009971226
0.991132853,    0.008857006
0.992651024,    0.007766289
0.994028654,    0.006771222
0.995278939,    0.005863708
0.996413807,    0.005036282
0.997444045,    0.004282078
0.998379409,    0.003594781
0.99922873, 0.002968592
1.0,    0.002398193
0.0,    0.0
2.13057E-05,    -0.00096081
8.64553E-05,    -0.00193533
0.000197835,    -0.002927126
0.000357262,    -0.003932558
0.000566347,    -0.004949642
0.000826396,    -0.00597634
0.001138405,    -0.007010604
0.001503066,    -0.008050423
0.001920786,    -0.009093863
0.002391715,    -0.010139098
0.002915779,    -0.011184442
0.003492718,    -0.012228364
0.004122126,    -0.013269493
0.004803485,    -0.014306629
0.005536204,    -0.015338732
0.006319648,    -0.016364916
0.007153162,    -0.017384442
0.008036098,    -0.018396699
0.008967828,    -0.019401194
0.009947761,    -0.020397536
0.010975352,    -0.021385425
0.012050109,    -0.022364634
0.013171598,    -0.023335005
0.014339449,    -0.02429643
0.015553351,    -0.025248847
0.016813058,    -0.026192229
0.018118388,    -0.027126581
0.019469218,    -0.028051926
0.020865485,    -0.028968309
0.022307184,    -0.029875783
0.023794365,    -0.030774414
0.025327134,    -0.031664271
0.026905643,    -0.032545428
0.028530099,    -0.033417958
0.030200751,    -0.034281932
0.031917895,    -0.035137421
0.033647141,    -0.035968107
0.035387544,    -0.036775157
0.037138232,    -0.037559647
0.038898423,    -0.038322578
0.040667409,    -0.039064886
0.042444552,    -0.039787445
0.044229276,    -0.040491075
0.046021055,    -0.041176539
0.047819411,    -0.041844558
0.049623908,    -0.042495804
0.051434149,    -0.043130912
0.053249768,    -0.043750475
0.055070432,    -0.044355055
0.056895831,    -0.044945181
0.058725684,    -0.04552135
0.060559729,    -0.046084034
0.062397724,    -0.046633677
0.064239446,    -0.0471707
0.066084687,    -0.047695502
0.067933255,    -0.048208462
0.069784972,    -0.048709937
0.071639671,    -0.049200267
0.073497197,    -0.049679777
0.075357405,    -0.050148774
0.07722016  ,-0.050607552
0.079085336,    -0.051056388
0.080952813,    -0.051495549
0.08282248  ,-0.05192529
0.084694233,    -0.052345852
0.086567974,    -0.052757466
0.088443611,    -0.053160356
0.090321056,    -0.053554731
0.092200228,    -0.053940796
0.094081049,    -0.054318745
0.095963446,    -0.054688764
0.09784735  ,-0.055051033
0.099732696,    -0.055405722
0.101619421,    -0.055752998
0.103507467,    -0.056093019
0.105396779,    -0.056425937
0.107287303,    -0.0567519
0.109178989,    -0.057071049
0.111071789,    -0.057383522
0.112965659,    -0.057689449
0.114860554,    -0.057988957
0.116756433,    -0.05828217
0.118653258,    -0.058569206
0.12055099  ,-0.058850179
0.122449593,    -0.059125201
0.124349034,    -0.059394379
0.12624928  ,-0.059657817
0.128150299,    -0.059915616
0.130052061,    -0.060167873
0.131954537,    -0.060414684
0.133857701,    -0.060656141
0.135761525,    -0.060892332
0.137665984,    -0.061123346
0.139571055,    -0.061349267
0.141476712,    -0.061570177
0.143382935,    -0.061786156
0.145289702,    -0.061997283
0.147196991,    -0.062203633
0.149104783,    -0.062405281
0.151013059,    -0.0626023
0.1529218   ,-0.062794759
0.154830988,    -0.062982729
0.156740607,    -0.063166277
0.158650639,    -0.063345469
0.160561069,    -0.063520369
0.162471881,    -0.063691041
0.164383061,    -0.063857547
0.166294594,    -0.064019948
0.168206467,    -0.064178303
0.170118665,    -0.064332671
0.172031177,    -0.064483108
0.173943989,    -0.064629672
0.175857091,    -0.064772417
0.177770469,    -0.064911399
0.179684113,    -0.065046669
0.181598013,    -0.065178281
0.183512157,    -0.065306286
0.185426535,    -0.065430735
0.187341139,    -0.065551678
0.189255957,    -0.065669165
0.191170981,    -0.065783244
0.193086203,    -0.065893963
0.195001613,    -0.066001369
0.196917204,    -0.066105509
0.198832967,    -0.066206428
0.200748895,    -0.066304172
0.20266498  ,-0.066398786
0.204581214,    -0.066490313
0.206497592,    -0.066578798
0.208414106,    -0.066664283
0.210330749,    -0.066746812
0.212247516,    -0.066826426
0.2141644   ,-0.066903166
0.216081395,    -0.066977075
0.217998495,    -0.067048192
0.219915696,    -0.067116559
0.221832992,    -0.067182214
0.223750377,    -0.067245198
0.225667847,    -0.067305549
0.227585396,    -0.067363305
0.229503021,    -0.067418507
0.231420717,    -0.06747119
0.233338479,    -0.067521392
0.235256304,    -0.067569152
0.237174187,    -0.067614504
0.239092125,    -0.067657487
0.241010114,    -0.067698136
0.24292815  ,-0.067736486
0.24484623  ,-0.067772573
0.24676435  ,-0.067806433
0.248682508,    -0.067838099
0.2506007   ,-0.067867607
0.252518924,    -0.06789499
0.254437177,    -0.067920282
0.256355456,    -0.067943517
0.258273758,    -0.067964727
0.260192081,    -0.067983946
0.262110422,    -0.068001207
0.26402878  ,-0.06801654
0.265947153,    -0.068029979
0.267865537,    -0.068041555
0.269783932,    -0.068051299
0.271702335,    -0.068059243
0.273620744,    -0.068065416
0.275539158,    -0.068069849
0.277457576,    -0.068072573
0.279375995,    -0.068073617
0.281294414,    -0.06807301
0.283212832,    -0.068070783
0.285131247,    -0.068066962
0.287049659,    -0.068061578
0.288968066,    -0.068054659
0.290886467,    -0.068046231
0.292804861,    -0.068036323
0.294723246,    -0.068024963
0.296641623,    -0.068012176
0.29855999  ,-0.067997991
0.300478346,    -0.067982432
0.302396691,    -0.067965526
0.304315024,    -0.067947299
0.306233344,    -0.067927776
0.30815165  ,-0.067906982
0.310069943,    -0.067884942
0.311988221,    -0.067861679
0.313906485,    -0.067837219
0.315824733,    -0.067811584
0.317742965,    -0.067784798
0.319661181,    -0.067756883
0.321579381,    -0.067727863
0.323497564,    -0.06769776
0.32541573  ,-0.067666595
0.327333879,    -0.06763439
0.329252011,    -0.067601166
0.331170125,    -0.067566944
0.333088221,    -0.067531744
0.3350063   ,-0.067495586
0.336924361,    -0.06745849
0.338842403,    -0.067420475
0.340760428,    -0.067381561
0.342678434,    -0.067341765
0.344596423,    -0.067301105
0.346514393,    -0.067259599
0.348432345,    -0.067217266
0.350350279,    -0.06717412
0.352268195,    -0.06713018
0.354186093,    -0.06708546
0.356103973,    -0.067039977
0.358021836,    -0.066993747
0.35993968  ,-0.066946782
0.361857507,    -0.0668991
0.363775316,    -0.066850712
0.365693107,    -0.066801633
0.367610881,    -0.066751875
0.369528638,    -0.066701453
0.371446377,    -0.066650377
0.373364099,    -0.066598659
0.375281804,    -0.066546312
0.377199492,    -0.066493345
0.379117163,    -0.06643977
0.381034817,    -0.066385597
0.382952455,    -0.066330834
0.384870076,    -0.066275491
0.38678768  ,-0.066219578
0.388705268,    -0.066163101
0.390622839,    -0.066106069
0.392540394,    -0.066048489
0.394457933,    -0.065990367
0.396375456,    -0.065931711
0.398292962,    -0.065872526
0.400210452,    -0.065812817
0.402127925,    -0.065752589
0.404045383,    -0.065691848
0.405962824,    -0.065630595
0.407880249,    -0.065568836
0.409797658,    -0.065506573
0.41171505  ,-0.065443809
0.413632426,    -0.065380545
0.415549785,    -0.065316783
0.417467128,    -0.065252525
0.419384454,    -0.06518777
0.421301764,    -0.065122518
0.423219056,    -0.065056771
0.425136331,    -0.064990525
